ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Income_Level,Tech_Savviness,Preferred_Channel,Lifestyle,Annual_Transactions,Avg_Basket_Value,Loyalty_Score
465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,9600.0,49.0,In-Store,Relaxed,29,87.96926908813596,77.44
459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,5400.0,46.0,In-Store,Family-Oriented,35,53.75468542350177,67.85
464609,Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,3600.0,58.0,In-Store,Family-Oriented,44,21.053447588536947,65.26
466703,Female,Yes,46,Yes,Homemaker,0.0,Average,,Cat_6,3900.0,56.0,In-Store,Family-Oriented,66,36.069077933808906,66.02
466864,Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,3300.0,75.0,Online,Family-Oriented,48,15.353806389743882,63.71
461458,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,3600.0,57.0,Online,Family-Oriented,36,21.73406170413737,59.62
459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,10300.0,55.0,In-Store,Family-Oriented,69,181.2149930125386,100.0
462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,7000.0,70.0,Online,Active,36,50.71670690970794,63.68
462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,6200.0,89.0,In-Store,Family-Oriented,47,50.17272080535689,62.27
467695,Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,3700.0,56.0,In-Store,Family-Oriented,37,26.06180515093959,53.63
463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,2900.0,57.0,In-Store,Family-Oriented,64,18.221704275130698,58.9
459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,4100.0,61.0,In-Store,Family-Oriented,68,40.178868683583175,80.98
460148,Female,Yes,73,No,Engineer,1.0,Low,,,3900.0,65.0,In-Store,Family-Oriented,33,39.50137823393505,63.6
461603,Male,No,39,Yes,Artist,,Low,1.0,Cat_6,4500.0,70.0,Online,Family-Oriented,44,35.55103733257036,63.12
466359,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,3700.0,73.0,Social Media,Active,39,26.277011966704872,62.37
464655,Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,4900.0,69.0,In-Store,Family-Oriented,72,57.97192813352093,88.44
466088,Female,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,2900.0,63.0,Online,Family-Oriented,44,17.389275210295104,58.23
461205,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_2,6300.0,58.0,Online,Active,30,53.032053143216125,67.28
462822,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,3100.0,76.0,Social Media,Adventurous,39,21.587439524831076,59.63
459076,Male,Yes,69,No,Doctor,0.0,Average,2.0,Cat_6,4000.0,39.0,In-Store,Relaxed,35,47.55407562728176,70.31
463410,Male,Yes,37,No,Doctor,,Average,2.0,Cat_6,3900.0,62.0,Online,Family-Oriented,72,41.1676124940503,75.76
463879,Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,3600.0,52.0,Online,Family-Oriented,89,68.85442792004993,86.2
462827,Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,2900.0,73.0,Social Media,Active,38,20.726012841008426,56.88
461500,Female,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,3900.0,73.0,Online,Active,38,32.92067420954466,61.74
461553,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,3900.0,78.0,In-Store,Family-Oriented,47,23.677986230509696,58.33
467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,7600.0,55.0,In-Store,Relaxed,30,66.51799353078388,60.75
465029,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,3700.0,39.0,In-Store,Family-Oriented,60,50.18172593264069,71.74
460062,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,4300.0,75.0,In-Store,Active,39,24.16810711155167,55.04
462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,3700.0,80.0,Online,Active,40,31.34302645647805,61.21
460465,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,3200.0,70.0,Online,Family-Oriented,42,26.40102595170142,63.71
460335,Female,No,63,Yes,Doctor,0.0,Low,2.0,Cat_6,4500.0,52.0,In-Store,Family-Oriented,36,36.12132145657718,57.1
466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,5900.0,57.0,In-Store,Relaxed,42,58.41953867705862,72.82
463962,Female,,35,Yes,Artist,12.0,Low,2.0,Cat_6,3500.0,75.0,Online,Health-Conscious,38,23.909638950336234,52.02
459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,10300.0,49.0,In-Store,Family-Oriented,24,99.7623469170935,74.51
463364,Female,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,4700.0,41.0,In-Store,Family-Oriented,57,63.35704704983095,76.82
463599,Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,3000.0,71.0,In-Store,Family-Oriented,45,21.679980031077232,48.78
462686,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,6400.0,75.0,In-Store,Family-Oriented,73,76.29425928683737,74.79
462949,Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,3200.0,72.0,Online,Health-Conscious,51,31.234351449319114,63.04
460275,Female,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,4200.0,53.0,Online,Relaxed,32,36.912136175613476,62.14
461184,Male,No,19,No,Healthcare,,Low,4.0,Cat_3,3300.0,78.0,Social Media,Active,38,16.28021079619962,52.39
460728,Female,,39,Yes,Artist,0.0,Low,1.0,Cat_7,3200.0,68.0,Online,Family-Oriented,46,22.334488185060906,66.35
462416,Male,Yes,45,No,Artist,0.0,Low,2.0,Cat_4,3800.0,58.0,In-Store,Family-Oriented,37,24.241536510398603,56.79
460846,Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,2300.0,81.0,Social Media,Active,41,18.514105261896564,55.11
459542,Male,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,3100.0,65.0,Social Media,Active,35,23.909113903768002,50.53
459080,Male,Yes,77,No,Lawyer,0.0,Low,2.0,Cat_6,3200.0,57.0,In-Store,Relaxed,27,26.173580103583863,56.14
463106,Female,Yes,84,Yes,Lawyer,0.0,Low,1.0,Cat_6,10700.0,45.0,In-Store,Family-Oriented,19,102.0698519991839,67.18
464728,Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,2700.0,70.0,Online,Family-Oriented,99,44.97363865302597,94.88
466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,5800.0,79.0,Online,Adventurous,38,44.48835231858365,63.39
461711,Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,4800.0,66.0,Online,Family-Oriented,41,31.47327749035635,66.97
460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,3700.0,74.0,Online,Family-Oriented,41,21.742062429460937,55.65
467689,Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,3000.0,71.0,Online,Health-Conscious,26,25.150792996553214,56.27
460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,2200.0,75.0,Online,Active,35,15.025463744855093,48.98
466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,6500.0,77.0,Online,Family-Oriented,47,60.13391787295997,70.61
466437,Male,Yes,56,No,Executive,0.0,Low,1.0,Cat_6,3500.0,64.0,Online,Relaxed,26,25.8180031366785,58.73
460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,4300.0,60.0,Online,Relaxed,29,21.911748521022872,55.84
459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,3000.0,76.0,Social Media,Active,83,52.532965005033496,82.0
464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,3500.0,62.0,In-Store,Health-Conscious,81,41.45668465171081,72.04
463049,Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,2900.0,61.0,In-Store,Relaxed,73,47.53966372415198,80.92
460458,Female,No,41,No,Marketing,1.0,Low,,Cat_3,3100.0,60.0,In-Store,Family-Oriented,42,22.117344161272097,49.72
462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,2600.0,63.0,Online,Family-Oriented,69,29.093287723783597,76.03
459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,4600.0,67.0,In-Store,Family-Oriented,66,51.57745115547686,77.86
463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,6300.0,77.0,Online,Family-Oriented,46,54.26224554165953,69.7
462574,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,3500.0,72.0,Online,Active,37,24.17989071743352,53.89
465761,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,4800.0,58.0,In-Store,Family-Oriented,40,31.381954209170694,53.1
467728,Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,3200.0,81.0,In-Store,Family-Oriented,108,36.21970637787097,90.94
465841,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,9200.0,67.0,In-Store,Family-Oriented,46,79.981666895965,76.66
460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,4300.0,64.0,Online,Family-Oriented,42,40.38013243847755,65.58
466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,6900.0,81.0,Online,Family-Oriented,80,85.42994400622223,88.26
461722,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,2900.0,76.0,Online,Active,35,19.132758617451564,60.33
460898,Male,Yes,48,No,Artist,3.0,Average,4.0,Cat_6,3200.0,60.0,Online,Health-Conscious,48,20.428845405264287,60.84
463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,3600.0,89.0,Social Media,Active,37,20.7292333053595,47.24
460403,Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,4900.0,56.0,Online,Family-Oriented,39,45.82146304806905,61.88
459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,3800.0,48.0,In-Store,Family-Oriented,33,24.520262706498585,54.99
463732,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,3100.0,75.0,Online,Active,39,16.714383253375107,54.31
462499,Female,,72,No,Lawyer,8.0,Average,2.0,Cat_6,4200.0,45.0,In-Store,Relaxed,40,40.26079321651396,46.36
467112,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,4700.0,60.0,In-Store,Health-Conscious,31,36.27134594889314,60.09
459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,8400.0,59.0,In-Store,Family-Oriented,89,137.78099930606365,100.0
463233,Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,2900.0,55.0,Online,Family-Oriented,62,27.799659220967587,72.44
467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,7100.0,62.0,In-Store,Health-Conscious,35,55.010989116114715,68.6
465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,6700.0,72.0,Online,Family-Oriented,77,82.49561225518572,95.84
464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,5900.0,57.0,Online,Family-Oriented,46,47.95358986404364,73.94
460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,5500.0,46.0,In-Store,Family-Oriented,70,78.1888572657835,80.29
462020,Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,4300.0,79.0,Online,Active,42,32.112208616939824,53.19
464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,3300.0,45.0,In-Store,Family-Oriented,64,51.05205054572436,74.06
467687,Male,No,38,Yes,Entertainment,,Low,4.0,Cat_6,5300.0,65.0,Online,Family-Oriented,51,46.236337198730446,69.27
461561,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,5100.0,72.0,Online,Family-Oriented,71,44.05855410139298,81.96
465953,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,4400.0,66.0,In-Store,Family-Oriented,36,26.457562893048014,52.94
463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,4700.0,66.0,In-Store,Health-Conscious,54,50.18380681367662,62.89
459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,8700.0,61.0,In-Store,Relaxed,59,149.4467085953461,100.0
464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,4500.0,64.0,Online,Active,36,32.21746724582748,64.87
467696,Male,Yes,84,Yes,Lawyer,,High,3.0,Cat_6,9300.0,62.0,In-Store,Family-Oriented,71,156.6700416063447,100.0
459586,Male,Yes,73,No,Executive,1.0,Low,,Cat_6,4400.0,40.0,In-Store,Relaxed,23,39.263695505157095,45.18
466504,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,3200.0,67.0,Online,Family-Oriented,100,48.37830523240068,97.91
466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,3100.0,39.0,In-Store,Family-Oriented,28,17.174317228708002,46.84
459875,Male,Yes,71,No,Lawyer,0.0,High,,Cat_6,3300.0,51.0,In-Store,Family-Oriented,71,51.375226233202945,74.82
463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,3300.0,67.0,Online,Family-Oriented,43,22.183776797756412,51.51
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,4700.0,61.0,Online,Family-Oriented,86,61.613029532433195,85.85
462050,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,3300.0,77.0,Social Media,Adventurous,40,25.62508332223627,59.68
465268,Male,Yes,29,No,Executive,12.0,Low,3.0,Cat_6,3800.0,71.0,Online,Active,40,40.638006038449944,57.24
461370,Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,3600.0,64.0,Online,Active,32,33.9995526911038,57.76
464225,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,3900.0,68.0,Online,Family-Oriented,45,26.476700591631918,52.95
466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,4400.0,62.0,Online,Health-Conscious,51,43.807666989857815,62.57
462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,3600.0,63.0,Online,Family-Oriented,43,37.507638212382076,65.7
459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,2400.0,74.0,In-Store,Family-Oriented,41,14.359472826540221,60.87
464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,3500.0,78.0,In-Store,Family-Oriented,108,38.990676887311174,89.87
460343,Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,5000.0,39.0,In-Store,Relaxed,21,42.41960055390993,57.48
463626,Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,3400.0,74.0,Online,Family-Oriented,37,14.734890165177301,53.77
464266,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,3500.0,77.0,Online,Active,37,30.977110461601438,60.87
464491,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,2800.0,58.0,Online,Family-Oriented,37,29.27704943770094,60.65
467698,Female,Yes,40,No,Artist,3.0,Average,,Cat_6,3100.0,69.0,Online,Family-Oriented,72,30.158531461158894,78.21
463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,4900.0,55.0,In-Store,Relaxed,40,52.08344298668377,65.17
463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,2700.0,70.0,Online,Active,31,12.277196427739407,46.26
464706,Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,3700.0,66.0,In-Store,Health-Conscious,29,37.01852555329467,58.68
467220,Female,No,36,No,,,Low,,Cat_4,2600.0,67.0,Online,Family-Oriented,42,12.17885675437683,57.06
460313,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,3000.0,72.0,In-Store,Family-Oriented,49,22.384914107616975,64.84
465497,Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,3300.0,82.0,Online,Active,39,16.45581903205337,55.48
465846,Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,4400.0,69.0,Online,Family-Oriented,43,29.303746652749414,63.41
463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,2700.0,81.0,Online,Adventurous,38,9.859222654249795,48.66
462704,Male,Yes,48,Yes,Executive,5.0,High,5.0,Cat_6,5300.0,55.0,Online,Family-Oriented,87,96.25925641646053,98.35
462160,Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,3600.0,71.0,Online,Family-Oriented,43,17.596670952281293,53.26
461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,3100.0,69.0,In-Store,Active,41,22.4028437427985,56.98
464205,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,4400.0,60.0,In-Store,Relaxed,53,61.039874909158875,74.06
459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,2500.0,73.0,Social Media,Active,40,10.893529632828653,44.6
460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,6500.0,79.0,Online,Active,41,48.60518619280137,64.98
467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,5600.0,71.0,Online,Active,37,45.46482491983063,65.21
461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,6200.0,76.0,In-Store,Active,37,44.959858049997216,59.93
462980,Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,6100.0,79.0,Online,Adventurous,35,47.94369557893441,64.68
462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,4700.0,40.0,In-Store,Family-Oriented,29,31.580677173351113,57.85
461855,Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,4500.0,59.0,Online,Relaxed,45,47.097178401207785,72.4
461069,Female,No,19,No,Healthcare,,Low,,Cat_3,3100.0,64.0,Online,Active,40,19.46469964407904,47.36
467522,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,2100.0,69.0,Online,Active,33,28.265299847715095,60.76
463327,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,2700.0,69.0,Online,Family-Oriented,44,17.061432020069773,60.57
459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,6500.0,80.0,Online,Family-Oriented,48,51.79136576678386,74.75
461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,6500.0,55.0,In-Store,Family-Oriented,56,82.59037874423872,83.07
461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,9000.0,84.0,Online,Family-Oriented,46,77.77204407995981,81.61
461521,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,4900.0,58.0,In-Store,Relaxed,59,70.80001613913015,78.39
459422,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,5500.0,72.0,In-Store,Family-Oriented,49,52.83079164334531,69.92
467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,2800.0,75.0,Online,Active,37,22.648535953678298,56.87
467432,Male,No,29,Yes,Healthcare,,Low,3.0,Cat_6,6600.0,68.0,Online,Adventurous,32,43.34736275470546,62.34
464016,Female,,29,Yes,Entertainment,0.0,High,1.0,Cat_1,5900.0,67.0,Online,Active,80,90.59703952214298,99.59
464654,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,2500.0,79.0,In-Store,Health-Conscious,61,32.10116639263853,70.77
459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,4600.0,57.0,Online,Family-Oriented,41,38.87174702093958,67.37
459408,Male,No,28,No,Doctor,,Low,1.0,Cat_6,3700.0,75.0,Online,Active,33,34.87501588563542,57.51
466473,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,2700.0,88.0,Social Media,Active,36,21.309712548701498,52.32
464365,Male,No,35,Yes,Artist,,Low,1.0,Cat_6,4300.0,69.0,Online,Family-Oriented,45,36.827080109572364,70.98
460046,Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,5400.0,53.0,In-Store,Family-Oriented,34,40.22052375839498,54.48
466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,6400.0,65.0,Online,Active,34,45.01673596473082,63.85
460609,Female,No,33,No,Healthcare,,Low,1.0,Cat_4,3800.0,65.0,In-Store,Health-Conscious,37,27.09075046012932,52.67
459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,2800.0,77.0,Online,Adventurous,34,18.19806215120699,51.3
467057,Female,No,50,No,Entertainment,8.0,Low,2.0,Cat_6,3200.0,63.0,Online,Family-Oriented,36,16.71602340110669,62.99
466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,3700.0,73.0,Online,Family-Oriented,48,21.653914115866662,59.94
464210,Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,5000.0,52.0,In-Store,Family-Oriented,38,40.237889401858496,68.88
465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,6500.0,71.0,Online,Health-Conscious,34,58.4551689642762,64.74
459802,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,4900.0,65.0,Online,Family-Oriented,42,32.44834622990424,66.16
464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,4400.0,66.0,Online,Health-Conscious,35,29.525967215653072,65.95
465540,Female,Yes,29,No,Engineer,,High,2.0,Cat_6,2000.0,80.0,In-Store,Adventurous,86,33.89406916441453,73.93
460845,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,3300.0,72.0,Online,Active,39,15.955563913919928,62.09
459072,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,6400.0,71.0,In-Store,Relaxed,48,73.73533676924669,77.06
465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,5800.0,56.0,Online,Health-Conscious,52,63.933570021151574,78.04
466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,4500.0,56.0,In-Store,Relaxed,44,40.2124019036338,61.79
460947,Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,5100.0,58.0,Online,Family-Oriented,94,99.28855887678945,100.0
467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,7600.0,63.0,Online,Active,36,62.50781538621571,66.04
467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,4400.0,58.0,Online,Family-Oriented,86,55.09577975952919,84.55
466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,2900.0,58.0,In-Store,Family-Oriented,32,33.83143218125593,62.94
463805,Female,No,32,No,Doctor,8.0,Low,6.0,Cat_6,2900.0,75.0,In-Store,Family-Oriented,48,19.56008393129047,66.53
462427,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,10400.0,49.0,In-Store,Relaxed,19,105.20248311378518,68.76
462785,Female,Yes,40,Yes,Engineer,,Average,5.0,Cat_3,8100.0,74.0,Online,Family-Oriented,73,100.49869693415978,98.67
466906,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,5600.0,45.0,In-Store,Relaxed,18,36.72577007480877,53.0
461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,5000.0,63.0,In-Store,Relaxed,44,42.412835851402555,72.89
462229,Male,No,23,No,,0.0,Low,8.0,Cat_4,2700.0,89.0,Social Media,Adventurous,40,25.984727150650293,57.94
462372,Female,Yes,65,No,Lawyer,,High,2.0,Cat_6,3800.0,49.0,In-Store,Relaxed,59,51.762014857028895,68.78
462400,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,4700.0,64.0,In-Store,Health-Conscious,29,35.476518807826224,57.85
466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,4500.0,59.0,Online,Family-Oriented,42,37.74487303095701,67.79
466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,3900.0,45.0,In-Store,Relaxed,21,34.897708561559206,53.85
461754,Male,Yes,65,No,Entertainment,1.0,High,2.0,Cat_6,3300.0,49.0,In-Store,Relaxed,61,34.440389274971196,71.2
461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,5500.0,64.0,Online,Health-Conscious,33,37.13640744750144,60.26
459427,Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,6500.0,75.0,Online,Active,31,55.30719679458021,68.53
462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,3100.0,75.0,Social Media,Active,40,16.865053454655172,57.18
465720,Female,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,4100.0,56.0,Online,Health-Conscious,31,31.029414438574324,57.38
466354,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,3700.0,78.0,Online,Active,45,25.27648049348111,51.61
463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,3700.0,55.0,In-Store,Relaxed,61,45.51839223673475,65.98
465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,4100.0,66.0,Online,Family-Oriented,43,35.77727435354105,64.95
464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,5800.0,65.0,In-Store,Family-Oriented,38,44.84809076575379,63.58
461444,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,5000.0,50.0,In-Store,Family-Oriented,68,59.46431078573681,83.23
461828,Male,Yes,53,Yes,Artist,,Average,3.0,Cat_6,5000.0,60.0,In-Store,Relaxed,48,54.5591951159869,73.87
464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,4500.0,75.0,Online,Family-Oriented,75,41.11494421373891,78.72
462759,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,2500.0,69.0,Online,Adventurous,39,9.339014566525085,52.7
465349,Female,Yes,49,Yes,Artist,0.0,High,4.0,Cat_6,4700.0,47.0,Online,Family-Oriented,80,61.89075279745195,87.67
459449,Male,Yes,43,Yes,Artist,,Low,2.0,Cat_6,3900.0,61.0,In-Store,Family-Oriented,34,24.923379086150913,49.36
463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,2600.0,73.0,Online,Family-Oriented,47,26.553260083590374,69.57
466632,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,4800.0,57.0,In-Store,Family-Oriented,83,63.19839273371615,93.45
464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,9300.0,49.0,In-Store,Relaxed,17,77.91128418579318,70.7
460290,Female,,50,Yes,Artist,,High,1.0,,4700.0,53.0,Online,Family-Oriented,81,56.67260223807724,88.38
462154,Male,Yes,36,Yes,Entertainment,0.0,Average,2.0,Cat_6,6600.0,86.0,In-Store,Health-Conscious,65,81.56015779293168,92.37
464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,3000.0,72.0,In-Store,Family-Oriented,73,24.096843563962658,76.0
460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,2400.0,89.0,Online,Adventurous,44,13.241644025517889,50.26
461987,Female,Yes,43,No,Engineer,1.0,Average,2.0,Cat_6,3600.0,75.0,In-Store,Family-Oriented,74,27.144558357037706,74.93
463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,9900.0,47.0,In-Store,Family-Oriented,24,95.82699920157523,86.46
464421,Female,Yes,27,No,Marketing,,High,4.0,Cat_6,3500.0,73.0,Online,Active,87,31.76041978357219,74.49
461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,6300.0,61.0,Online,Health-Conscious,51,66.23995398875473,68.96
459126,Male,Yes,61,Yes,Artist,2.0,Low,2.0,Cat_6,4200.0,49.0,In-Store,Family-Oriented,27,35.04433845952787,54.82
